30-APR-20,Mar 2020,$1.06,$1.09,0.03,2.8
04-FEB-20,Dec 2019,$1.40,$1.37,-0.03,-2.1
29-OCT-19,Sep 2019,$1.51,$1.52,0.01,0.6
30-JUL-19,Jun 2019,$1.52,$1.53,0.01,0.6
30-APR-19,Mar 2019,$1.25,$1.26,0.01,0.8
31-JAN-19,Dec 2018,$1.43,$1.46,0.03,2.1
30-OCT-18,Sep 2018,$1.44,$1.43,-0.01,-0.6
31-JUL-18,Jun 2018,$1.32,$1.39,0.07,5.3
01-MAY-18,Mar 2018,$1.06,$1.10,0.04,3.7
01-FEB-18,Dec 2017,$1.25,$1.29,0.04,3.2
