05-MAY-20,Mar 2020,$0.87,$0.87,0.00,0.1
28-JAN-20,Dec 2019,$0.89,$0.77,-0.12,-13.4
22-OCT-19,Sep 2019,$0.88,$0.71,-0.17,-19.3
22-OCT-19,Sep 2019,$0.88,$0.91,0.03,3.4
30-JUL-19,Jun 2019,$0.85,$0.83,-0.02,-2.3
30-JUL-19,Jun 2019,$0.85,$0.86,0.01,1.1
30-APR-19,Mar 2019,$0.81,$0.82,0.01,1.2
30-APR-19,Mar 2019,$0.81,$0.28,-0.53,-65.4
29-JAN-19,Dec 2018,$0.85,$0.31,-0.54,-63.5
29-JAN-19,Dec 2018,$0.85,$0.84,-0.01,-1.1
