29-APR-20,Mar 2020,$1.27,$1.40,0.13,10.2
29-JAN-20,Dec 2019,$1.32,$1.51,0.19,14.3
23-OCT-19,Sep 2019,$1.25,$1.38,0.13,10.4
18-JUL-19,Jun 2019,$1.21,$1.37,0.16,13.2
24-APR-19,Mar 2019,$1.00,$1.14,0.14,14.0
30-JAN-19,Dec 2018,$1.09,$1.10,0.01,0.9
24-OCT-18,Sep 2018,$0.96,$1.14,0.18,18.7
19-JUL-18,Jun 2018,$1.07,$1.13,0.06,5.6
26-APR-18,Mar 2018,$0.85,$0.95,0.10,11.7
31-JAN-18,Dec 2017,$0.86,$0.96,0.10,11.6
