06-FEB-20,Dec 2019,$0.13,$0.18,0.05,38.4
07-NOV-19,Sep 2019,$0.04,$0.04,0.00,0.0
08-AUG-19,Jun 2019,$0.02,$0.07,0.05,250.0
09-MAY-19,Mar 2019, - $0.01,$0.04,0.05,500.0
07-FEB-19,Dec 2018,$0.16,$0.18,0.02,12.5
07-NOV-18,Sep 2018,$0.06,$0.17,0.11,183.3
