05-FEB-20,Dec 2019, - $0.11,$0.05,0.16,145.4
29-OCT-19,Sep 2019,$1.18,$1.72,0.54,45.7
01-AUG-19,Jun 2019,$1.43,$1.64,0.21,14.6
30-APR-19,Mar 2019,$1.09,$1.41,0.32,29.3
06-FEB-19,Dec 2018,$1.21,$1.43,0.22,18.1
31-OCT-18,Sep 2018,$1.26,$1.87,0.61,48.4
25-JUL-18,Jun 2018,$1.84,$1.81,-0.03,-1.6
26-APR-18,Mar 2018,$1.22,$1.43,0.21,17.2
