27-FEB-20,Jan 2020,$0.90,$0.92,0.02,2.2
26-NOV-19,Oct 2019,$0.73,$0.78,0.05,6.8
27-AUG-19,Jul 2019,$0.61,$0.65,0.04,6.5
23-MAY-19,Apr 2019,$0.47,$0.45,-0.02,-4.2
28-FEB-19,Jan 2019,$0.42,$0.46,0.04,9.5
20-NOV-18,Oct 2018,$0.26,$0.29,0.03,11.5
23-AUG-18,Jul 2018,$0.17,$0.19,0.02,11.7
24-MAY-18,Apr 2018,$0.03,$0.06,0.03,100.0
06-MAR-18,Jan 2018, - $0.12, - $0.09,0.03,25.0
