10-FEB-20,Dec 2019,$2.37,$3.20,0.83,35.0
28-OCT-19,Sep 2019,$2.07,$3.39,1.32,63.7
29-JUL-19,Jun 2019,$6.66,$7.85,1.19,17.8
06-MAY-19,Mar 2019,$6.30,$6.91,0.61,9.6
11-FEB-19,Dec 2018, - $7.54, - $5.89,1.65,21.8
29-OCT-18,Sep 2018,$3.07,$4.09,1.02,33.2
30-JUL-18,Jun 2018,$1.01,$0.98,-0.03,-2.9
25-APR-18,Mar 2018,$5.29,$5.34,0.05,0.9
05-FEB-18,Dec 2017,$5.24,$13.48,8.24,157.2
