27-APR-20,Mar 2020,$1.82,$0.14,-1.68,-92.3
03-FEB-20,Dec 2019,$1.78,$1.77,-0.01,-0.5
03-FEB-20,Dec 2019,$1.78,$1.74,-0.04,-2.2
28-OCT-19,Sep 2019,$1.75,$1.75,0.00,0.0
28-OCT-19,Sep 2019,$1.75, - $0.44,-2.19,-125.1
29-JUL-19,Jun 2019,$1.72,$0.68,-1.04,-60.4
29-JUL-19,Jun 2019,$1.72,$1.73,0.01,0.5
29-APR-19,Mar 2019,$1.68,$1.11,-0.57,-33.9
29-APR-19,Mar 2019,$1.68,$1.71,0.03,1.7
04-FEB-19,Dec 2018,$1.69, - $0.30,-1.99,-117.7
