27-APR-20,Mar 2020,$0.10,$0.14,0.04,40.0
06-FEB-20,Dec 2019,$0.16,$0.13,-0.03,-18.7
28-OCT-19,Sep 2019,$0.10, - $0.61,-0.71,-710.0
29-JUL-19,Jun 2019, - $0.07, - $0.04,0.03,42.8
25-APR-19,Mar 2019, - $0.09, - $0.20,-0.11,-122.2
06-FEB-19,Dec 2018,$0.08,$0.03,-0.05,-62.5
26-JUL-18,Jun 2018,$0.03,$0.06,0.03,100.0
26-APR-18,Mar 2018, - $0.04, - $0.18,-0.14,-350.0
05-FEB-18,Dec 2017, - $0.04, - $0.04,0.00,0.0
