28-APR-20,Mar 2020,$0.99,$1.29,0.30,30.3
29-JAN-20,Dec 2019,$1.14,$1.21,0.07,6.1
30-OCT-19,Sep 2019,$1.31,$1.33,0.02,1.5
24-JUL-19,Jun 2019,$1.42,$1.50,0.08,5.6
24-APR-19,Mar 2019,$1.27,$1.42,0.15,11.8
23-JAN-19,Dec 2018,$1.27,$1.29,0.02,1.5
31-OCT-18,Sep 2018,$1.33,$1.35,0.02,1.5
25-JUL-18,Jun 2018,$1.37,$1.43,0.06,4.3
25-APR-18,Mar 2018,$1.36,$1.42,0.06,4.4
24-JAN-18,Dec 2017,$1.25,$1.40,0.15,12.0
