26-FEB-20,Dec 2019,$1.46,$1.57,0.11,7.5
04-NOV-19,Sep 2019,$1.49,$1.47,-0.02,-1.3
05-AUG-19,Jun 2019,$1.56,$1.56,0.00,0.0
10-MAY-19,Mar 2019,$1.34,$1.41,0.07,5.2
28-FEB-19,Dec 2018,$1.40,$1.44,0.04,2.8
05-NOV-18,Sep 2018,$1.31,$1.70,0.39,29.7
06-AUG-18,Jun 2018,$1.36,$1.73,0.37,27.2
08-MAY-18,Mar 2018,$1.25,$1.34,0.09,7.2
14-FEB-18,Dec 2017,$1.00,$1.12,0.12,12.0
