26-FEB-20,Dec 2019, - $0.04,$0.08,0.12,300.0
30-OCT-19,Sep 2019, - $0.27, - $0.29,-0.02,-7.4
31-JUL-19,Jun 2019,$0.04,$0.11,0.07,175.0
01-MAY-19,Mar 2019,$0.09,$0.10,0.01,11.1
27-FEB-19,Dec 2018,$0.25,$0.31,0.06,24.0
31-OCT-18,Sep 2018,$0.43,$0.63,0.20,46.5
01-AUG-18,Jun 2018,$0.35,$0.50,0.15,42.8
02-MAY-18,Mar 2018,$0.26,$0.32,0.06,23.0
22-FEB-18,Dec 2017,$0.21,$0.33,0.12,57.1
