13-FEB-20,Dec 2019,$1.18,$1.24,0.06,5.0
06-NOV-19,Sep 2019,$3.82,$3.38,-0.44,-11.5
25-JUL-19,Jun 2019,$1.70,$1.77,0.07,4.1
02-MAY-19,Mar 2019, - $0.36, - $0.27,0.09,25.0
07-FEB-19,Dec 2018,$1.07,$1.24,0.17,15.8
25-OCT-18,Sep 2018,$3.17,$3.65,0.48,15.1
26-JUL-18,Jun 2018,$0.91,$1.38,0.47,51.6
26-APR-18,Mar 2018, - $0.64, - $0.36,0.28,43.7
08-FEB-18,Dec 2017,$1.16,$0.84,-0.32,-27.5
