04-MAY-20,Mar 2020,$0.83,$0.11,-0.72,-86.7
13-FEB-20,Dec 2019,$1.02,$1.03,0.01,0.9
01-NOV-19,Sep 2019,$0.99,$0.56,-0.43,-43.4
07-AUG-19,Jun 2019,$1.17,$1.43,0.26,22.2
06-MAY-19,Mar 2019,$1.07,$1.58,0.51,47.6
13-FEB-19,Dec 2018,$0.47, - $0.63,-1.10,-234.0
31-OCT-18,Sep 2018,$0.07, - $0.34,-0.41,-585.7
02-AUG-18,Jun 2018,$1.19,$1.05,-0.14,-11.7
02-MAY-18,Mar 2018,$1.24,$1.04,-0.20,-16.1
08-FEB-18,Dec 2017,$0.78,$0.57,-0.21,-26.9
