05-FEB-20,Dec 2019, - $0.04,$0.10,0.14,350.0
06-NOV-19,Sep 2019,$0.70,$0.83,0.13,18.5
07-AUG-19,Jun 2019,$0.59,$0.62,0.03,5.0
08-MAY-19,Mar 2019,$0.64,$0.76,0.12,18.7
