05-MAY-20,Mar 2020,$0.53,$0.45,-0.08,-15.0
03-FEB-20,Dec 2019,$0.84,$0.85,0.01,1.1
04-NOV-19,Sep 2019,$0.97,$0.98,0.01,1.0
12-AUG-19,Jun 2019,$1.07,$1.10,0.03,2.8
06-MAY-19,Mar 2019,$0.70,$0.79,0.09,12.8
04-FEB-19,Dec 2018,$0.72,$0.75,0.03,4.1
05-NOV-18,Sep 2018,$0.92,$0.91,-0.01,-1.0
13-AUG-18,Jun 2018,$0.94,$0.94,0.00,0.0
07-MAY-18,Mar 2018,$0.64,$0.67,0.03,4.6
05-FEB-18,Dec 2017,$0.65,$0.66,0.01,1.5
