29-JAN-20,Dec 2019, - $0.56, - $0.60,-0.04,-7.1
30-OCT-19,Sep 2019, - $0.32, - $0.32,0.00,0.0
31-JUL-19,Jun 2019, - $0.10, - $0.09,0.01,10.0
25-APR-19,Mar 2019, - $0.26,$0.09,0.35,134.6
30-JAN-19,Dec 2018, - $0.44, - $0.31,0.13,29.5
31-OCT-18,Sep 2018, - $0.05,$0.38,0.43,860.0
25-JUL-18,Jun 2018, - $0.32, - $0.23,0.09,28.1
25-APR-18,Mar 2018, - $0.50, - $0.27,0.23,46.0
05-FEB-18,Dec 2017, - $0.90, - $1.01,-0.11,-12.2
