2020-04-01 25.070000
2020-04-02 29.050000
2020-04-03 31.590000
2020-04-06 32.100000
2020-04-07 33.010000
2020-04-08 37.480000
2020-04-09 34.860000
2020-04-13 33.080000
2020-04-14 31.650000
2020-04-15 30.230000
2020-04-16 28.030000
2020-04-17 31.520000
2020-04-20 30.860000
2020-04-21 31.400000
2020-04-22 34.240000
2020-04-23 37.100000
2020-04-24 35.780000
2020-04-27 36.220000
2020-04-28 38.000000
2020-04-29 44.190000
2020-04-30 43.540000
